index,start_X,start_Y,startradius,target_X,target_Y,target_SX,target_SY,nDotsTarget,cursor_SX,cursor_SY,nDotsCursor,cursor_shift,shift_threshold,trial_score
6,0,-240,10,0,240,10,10,1,200,50,200,-240,-240,0
time,frame_nr,cursor_x,cursor_y,shift_applied
0.0004580833192449063,1,2.0,-240.0,0
0.01117033330956474,2,2.0,-240.0,0
0.01542425001389347,3,2.0,-240.0,0
0.02785987500101328,4,2.0,-240.0,0
0.03227987501304597,5,2.0,-240.0,0
0.04488662499352358,6,2.0,-240.0,0
0.04943079166696407,7,2.0,-240.0,0
0.06094570830464363,8,2.0,-240.0,0
0.06516975001432002,9,2.0,-240.0,0
0.07769916666438803,10,2.0,-240.0,0
0.08294191665481776,11,2.0,-240.0,0
0.09473174999584444,12,2.0,-240.0,0
0.0989991250098683,13,2.0,-240.0,0
0.1113014166476205,14,2.0,-240.0,0
0.11587195831816643,15,2.0,-240.0,0
0.12847012499696575,16,2.0,-240.0,0
0.13322074999450706,17,2.0,-240.0,0
0.14470841665752232,18,2.0,-240.0,0
0.1491040833061561,19,2.0,-240.0,0
0.16158208332490176,20,2.0,-240.0,0
0.1661759999988135,21,2.0,-240.0,0
0.17833358331699856,22,2.0,-240.0,0
0.18280079166288488,23,2.0,-240.0,0
0.1949109999986831,24,2.0,-240.0,0
0.19917016665567644,25,2.0,-240.0,0
0.21126375001040287,26,2.0,-240.0,0
0.21575075000873767,27,2.0,-240.0,0
0.22779395832912996,28,2.0,-240.0,0
0.23238416665117256,29,2.0,-240.0,0
0.24524625000776723,30,2.0,-240.0,0
0.24991254165070131,31,2.0,-240.0,0
0.2616170833061915,32,2.0,-240.0,0
0.26635262501076795,33,2.0,-240.0,0
0.2780671250075102,34,2.0,-240.0,0
0.282830375013873,35,2.0,-240.0,0
0.2946808333217632,36,2.0,-240.0,0
0.2987277499923948,37,2.0,-240.0,0
0.3118326250114478,38,2.0,-240.0,0
0.3159703749988694,39,-238.0,-235.0,1
0.3282064583036117,40,-239.0,-222.0,1
0.33197537501109764,41,-239.0,-222.0,1
0.34498591665760614,42,-240.0,-206.0,1
0.3492455833184067,43,-240.0,-206.0,1
0.361534458323149,44,-240.0,-195.0,1
0.36538724999991246,45,-241.0,-175.0,1
0.3785494166659191,46,-242.0,-150.0,1
0.38315487501677126,47,-243.0,-123.0,1
0.3940210416621994,48,-243.0,-93.0,1
0.39816066666389816,49,-245.0,-59.0,1
0.41144008332048543,50,-245.0,16.0,1
0.4160239583288785,51,-245.0,54.0,1
0.42799833332537673,52,-245.0,92.0,1
0.43219616665737703,53,-245.0,92.0,1
0.4452422083122656,54,-245.0,143.0,1
0.4503159166488331,55,-245.0,169.0,1
0.4613557916600257,56,-245.0,176.0,1
0.4668813750031404,57,-245.0,181.0,1
0.4776570000103675,58,-245.0,192.0,1
0.48275600001215935,59,-245.0,198.0,1
