index,start_X,start_Y,startradius,target_X,target_Y,target_SX,target_SY,nDotsTarget,cursor_SX,cursor_SY,nDotsCursor,cursor_shift,shift_threshold,trial_score
2,0,-240,10,0,240,10,10,1,50,200,200,240,-240,73
time,frame_nr,cursor_x,cursor_y,shift_applied
0.00036966666812077165,1,0.0,-241.0,0
0.01037837500916794,2,0.0,-241.0,0
0.015012124989880249,3,0.0,-241.0,0
0.027368791663320735,4,0.0,-241.0,0
0.0316716666566208,5,0.0,-241.0,0
0.044579291658010334,6,0.0,-241.0,0
0.049415833345847204,7,0.0,-241.0,0
0.06085862501640804,8,0.0,-241.0,0
0.06495320834801532,9,0.0,-241.0,0
0.07755133335012943,10,0.0,-241.0,0
0.08165245834970847,11,0.0,-241.0,0
0.0940451666538138,12,0.0,-241.0,0
0.09852754164603539,13,0.0,-241.0,0
0.11103420835570432,14,0.0,-241.0,0
0.11615958335460164,15,0.0,-241.0,0
0.12762012501480058,16,0.0,-241.0,0
0.13211487501394004,17,0.0,-241.0,0
0.14426825000555255,18,0.0,-241.0,0
0.14899604165111668,19,0.0,-241.0,0
0.16087595833232626,20,0.0,-241.0,0
0.16526558334589936,21,0.0,-241.0,0
0.17801900001359172,22,0.0,-241.0,0
0.18247120833257213,23,0.0,-241.0,0
0.19387470834772103,24,0.0,-241.0,0
0.1978052083577495,25,0.0,-241.0,0
0.21074979164404795,26,0.0,-241.0,0
0.2150439583347179,27,0.0,-241.0,0
0.22767912500421517,28,0.0,-241.0,0
0.23202016664436087,29,0.0,-241.0,0
0.2444883749994915,30,0.0,-241.0,0
0.24874099998851307,31,0.0,-241.0,0
0.26095708334469236,32,0.0,-241.0,0
0.26545599999371916,33,0.0,-241.0,0
0.27752129166037776,34,0.0,-241.0,0
0.2820324166677892,35,0.0,-241.0,0
0.29421774999354966,36,0.0,-241.0,0
0.29878074998850934,37,0.0,-241.0,0
0.310933541652048,38,0.0,-241.0,0
0.3155618750024587,39,0.0,-241.0,0
0.32815370833850466,40,0.0,-241.0,0
0.332604708353756,41,0.0,-241.0,0
0.34472212500986643,42,0.0,-241.0,0
0.34925395835307427,43,0.0,-241.0,0
0.3617354999878444,44,0.0,-241.0,0
0.36632966666365974,45,0.0,-241.0,0
0.3776075000059791,46,0.0,-241.0,0
0.3821882916672621,47,0.0,-241.0,0
0.3944593333580997,48,0.0,-241.0,0
0.39908337499946356,49,0.0,-241.0,0
0.41067441666382365,50,0.0,-241.0,0
0.4147850416484289,51,0.0,-241.0,0
0.4270987499912735,52,0.0,-241.0,0
0.4313431666523684,53,0.0,-241.0,0
0.44432008333387785,54,0.0,-241.0,0
0.44832937500905246,55,0.0,-241.0,0
0.46104583333362825,56,0.0,-241.0,0
0.46565200001350604,57,0.0,-241.0,0
0.47879141665180214,58,240.0,-239.0,1
0.48400770834996365,59,240.0,-237.0,1
0.4949271666700952,60,240.0,-234.0,1
0.4996894166688435,61,240.0,-231.0,1
0.5113591666449793,62,240.0,-228.0,1
0.5164269166707527,63,240.0,-224.0,1
0.5276951666455716,64,240.0,-218.0,1
0.5324770833540242,65,240.0,-212.0,1
0.5449076666554902,66,240.0,-205.0,1
0.5496069583459757,67,241.0,-193.0,1
0.5615989583602641,68,242.0,-183.0,1
0.5661985416663811,69,242.0,-173.0,1
0.5782532083394472,70,243.0,-149.0,1
0.5820204166520853,71,243.0,-149.0,1
0.5947972083522473,72,244.0,-121.0,1
0.5989150000095833,73,244.0,-121.0,1
0.6109260416706093,74,245.0,-106.0,1
0.6152754583454225,75,245.0,-92.0,1
0.6282605833548587,76,246.0,-65.0,1
0.6328206250036601,77,246.0,-65.0,1
0.6437791666539852,78,247.0,-53.0,1
0.6478848333354108,79,248.0,-41.0,1
0.6614435833471362,80,250.0,-20.0,1
0.6661409583466593,81,250.0,-20.0,1
0.6779341250075959,82,251.0,-6.0,1
0.6819137916609179,83,251.0,-6.0,1
0.6941129166516475,84,252.0,4.0,1
0.6988028333580587,85,253.0,9.0,1
0.7114736666553654,86,253.0,13.0,1
0.7163285416609142,87,253.0,17.0,1
0.7280435000138823,88,253.0,20.0,1
0.7330204583413433,89,253.0,22.0,1
0.7446645833551884,90,253.0,24.0,1
0.7494500833563507,91,253.0,26.0,1
0.7616246250108816,92,253.0,28.0,1
0.766245708335191,93,253.0,31.0,1
0.7780899166536983,94,253.0,32.0,1
0.7821248333493713,95,253.0,32.0,1
0.7944920833397191,96,253.0,32.0,1
0.7989132500078995,97,253.0,32.0,1
0.8108564166468568,98,253.0,32.0,1
0.8155024583393242,99,253.0,32.0,1
0.828579416644061,100,253.0,32.0,1
0.8335362499929033,101,253.0,32.0,1
0.8444662083347794,102,253.0,32.0,1
0.8489647916576359,103,253.0,32.0,1
0.8607987916620914,104,253.0,32.0,1
0.8648780833464116,105,253.0,32.0,1
0.8776275000127498,106,253.0,32.0,1
0.8816128750040662,107,253.0,32.0,1
0.8946394166559912,108,253.0,32.0,1
0.8992587499960791,109,253.0,32.0,1
0.9108394166687503,110,253.0,32.0,1
0.9150437499920372,111,253.0,32.0,1
0.9282890833565034,112,253.0,32.0,1
0.9331335416645743,113,253.0,32.0,1
0.9443456250010058,114,253.0,32.0,1
0.9491092083335388,115,253.0,32.0,1
0.9606130416505039,116,253.0,32.0,1
0.9649407916585915,117,253.0,32.0,1
0.9775963750144001,118,253.0,32.0,1
0.9817230833577923,119,253.0,33.0,1
0.9942897083528806,120,253.0,36.0,1
0.9990993333340157,121,253.0,39.0,1
1.0118278333393391,122,253.0,44.0,1
1.0160019999893848,123,253.0,44.0,1
1.0286134583584499,124,253.0,47.0,1
1.0330612916441169,125,254.0,50.0,1
1.0448561249941122,126,255.0,56.0,1
1.0489902083354536,127,256.0,61.0,1
1.0611637083347887,128,258.0,71.0,1
1.0653579166682903,129,258.0,71.0,1
1.077315541653661,130,260.0,81.0,1
1.0808981250156648,131,260.0,81.0,1
1.0940297916531563,132,261.0,86.0,1
1.0985276666469872,133,262.0,88.0,1
1.1110034166486003,134,262.0,91.0,1
1.1157886250002775,135,263.0,92.0,1
1.1272722916619387,136,263.0,93.0,1
1.1318452916457318,137,263.0,94.0,1
1.1445593750104308,138,263.0,95.0,1
1.1486290833563544,139,263.0,95.0,1
1.1621189583383966,140,263.0,96.0,1
1.1665824583324138,141,263.0,96.0,1
1.1777510000101756,142,263.0,96.0,1
1.182115250005154,143,263.0,97.0,1
1.1952367083576974,144,263.0,97.0,1
1.1993709999951534,145,263.0,97.0,1
1.2116904583526775,146,263.0,98.0,1
1.2154231249878649,147,263.0,98.0,1
1.227732333354652,148,262.0,99.0,1
1.2321889583545271,149,262.0,99.0,1
1.2451563749928027,150,261.0,100.0,1
1.249560583353741,151,261.0,100.0,1
1.2607100416498724,152,260.0,101.0,1
1.2647210833383724,153,260.0,101.0,1
1.277789333340479,154,259.0,104.0,1
1.282187958335271,155,259.0,106.0,1
1.29391066665994,156,258.0,108.0,1
1.2986979999986943,157,258.0,110.0,1
1.3115966666664463,158,257.0,111.0,1
1.3165842083399184,159,256.0,113.0,1
1.327353625005344,160,255.0,114.0,1
1.3320210416568443,161,254.0,116.0,1
1.3448561666591559,162,253.0,117.0,1
1.3496615833428223,163,252.0,118.0,1
1.360773041669745,164,251.0,121.0,1
1.365797708334867,165,249.0,122.0,1
1.3784617916680872,166,248.0,125.0,1
1.3830102499923669,167,246.0,128.0,1
1.394011500000488,168,245.0,131.0,1
1.398566124989884,169,244.0,134.0,1
1.411663791659521,170,242.0,138.0,1
1.4161134166643023,171,242.0,138.0,1
1.4272975833446253,172,241.0,141.0,1
1.4320382083533332,173,239.0,143.0,1
1.4455601666704752,174,237.0,146.0,1
1.450758416671306,175,237.0,146.0,1
1.460851541662123,176,235.0,149.0,1
1.465039708360564,177,235.0,149.0,1
1.4780868333473336,178,233.0,151.0,1
1.4830023749964312,179,232.0,152.0,1
1.493868041667156,180,231.0,153.0,1
1.498428041668376,181,231.0,154.0,1
1.5114638750092126,182,230.0,154.0,1
1.5163175000052433,183,230.0,155.0,1
1.5274772916454822,184,230.0,155.0,1
1.53191658333526,185,230.0,155.0,1
1.5447830416669603,186,230.0,155.0,1
1.5494809999945574,187,230.0,155.0,1
1.5605747500085272,188,230.0,155.0,1
1.5653545416716952,189,230.0,155.0,1
1.5779858333407901,190,230.0,155.0,1
1.5827031249937136,191,230.0,155.0,1
1.5942459166690242,192,230.0,155.0,1
1.5991204583551735,193,230.0,155.0,1
1.6107689583441243,194,230.0,155.0,1
1.6148617916624062,195,230.0,155.0,1
1.626698625012068,196,230.0,155.0,1
1.6302462083403952,197,230.0,155.0,1
1.6441852916614152,198,230.0,155.0,1
1.6484224166488275,199,230.0,155.0,1
1.6612315833335742,200,230.0,155.0,1
1.665775500005111,201,230.0,155.0,1
1.6779907083546277,202,230.0,155.0,1
1.6826574166479986,203,230.0,155.0,1
1.6946161249943543,204,230.0,155.0,1
1.6990453333419282,205,230.0,155.0,1
1.7113464583526365,206,230.0,155.0,1
1.7158159166574478,207,230.0,155.0,1
1.72800583334174,208,230.0,155.0,1
1.7322763333504554,209,230.0,155.0,1
1.7446151666517835,210,230.0,155.0,1
1.749326541670598,211,230.0,155.0,1
1.761195166647667,212,230.0,155.0,1
1.7655765833333135,213,230.0,155.0,1
1.7785740833496675,214,230.0,155.0,1
1.7829240416467655,215,230.0,155.0,1
1.7945320833532605,216,226.0,155.0,1
